"exam_code","year","sitting","document_type","source_repo_path","original_filename","normalized_id","file_ext","size_bytes","has_solutions","has_examiner_report","qa_status","topics","tags","notes","last_attempt_date"
"CS1","2022","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep22/employee.Rdata","employee.Rdata","cs1-2022-september-question-paper-employee",".rdata","1486","no","no","pending","","","",""
"CS1","2022","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep22/mile_records.Rdata","mile_records.Rdata","cs1-2022-september-question-paper-mile-records",".rdata","351","no","no","pending","","","",""
"CS1","2023","April","examiner-report","resources/past-papers/raw/CS1/CS1A/Apr23/IandF_CS1A_202304_Examiner Report.pdf","IandF_CS1A_202304_Examiner Report.pdf","cs1-2023-april-examiner-report-iandf-cs1a-202304-examiner-report",".pdf","242363","no","yes","pending","","","",""
"CS1","2023","April","examiner-report","resources/past-papers/raw/CS1/CS1B/Apr23/IandF_CS1B_202304_Examiner Report.pdf","IandF_CS1B_202304_Examiner Report.pdf","cs1-2023-april-examiner-report-iandf-cs1b-202304-examiner-report",".pdf","211409","no","yes","pending","","","",""
"CS1","2023","April","question-paper","resources/past-papers/raw/CS1/CS1A/Apr23/CS1A_April23_EXAM_Clean Proof_v2.pdf","CS1A_April23_EXAM_Clean Proof_v2.pdf","cs1-2023-april-question-paper-cs1a-april23-exam-clean-proof-v2",".pdf","246860","no","no","pending","","","",""
"CS1","2023","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr23/CS1B Pre-work material instruction April 2023.docx","CS1B Pre-work material instruction April 2023.docx","cs1-2023-april-question-paper-cs1b-pre-work-material-instruction-april-2023",".docx","17873","no","no","pending","","","",""
"CS1","2023","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr23/CS1B_April23_EXAM_Clean Proof_v2.pdf","CS1B_April23_EXAM_Clean Proof_v2.pdf","cs1-2023-april-question-paper-cs1b-april23-exam-clean-proof-v2",".pdf","222588","no","no","pending","","","",""
"CS1","2023","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr23/CS1policies.Rdata","CS1policies.Rdata","cs1-2023-april-question-paper-cs1policies",".rdata","4770","no","no","pending","","","",""
"CS1","2023","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr23/heights.Rdata","heights.Rdata","cs1-2023-april-question-paper-heights",".rdata","339","no","no","pending","","","",""
"CS1","2023","September","examiner-report","resources/past-papers/raw/CS1/CS1A/Sep23/IandF_CS1A_202309_Examiner Report.pdf","IandF_CS1A_202309_Examiner Report.pdf","cs1-2023-september-examiner-report-iandf-cs1a-202309-examiner-report",".pdf","206799","no","yes","pending","","","",""
"CS1","2023","September","examiner-report","resources/past-papers/raw/CS1/CS1B/Sep23/IandF_CS1B_202309_Examiner Report.pdf","IandF_CS1B_202309_Examiner Report.pdf","cs1-2023-september-examiner-report-iandf-cs1b-202309-examiner-report",".pdf","170777","no","yes","pending","","","",""
"CS1","2023","September","question-paper","resources/past-papers/raw/CS1/CS1A/Sep23/CS1A_September 23_EXAM_Clean Proof.pdf","CS1A_September 23_EXAM_Clean Proof.pdf","cs1-2023-september-question-paper-cs1a-september-23-exam-clean-proof",".pdf","443942","no","no","pending","","","",""
"CS1","2023","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep23/CS1B Pre-work material instruction September 2023.pdf","CS1B Pre-work material instruction September 2023.pdf","cs1-2023-september-question-paper-cs1b-pre-work-material-instruction-september-2023",".pdf","40395","no","no","pending","","","",""
"CS1","2023","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep23/CS1B_September 23_EXAM_Clean Proof.pdf","CS1B_September 23_EXAM_Clean Proof.pdf","cs1-2023-september-question-paper-cs1b-september-23-exam-clean-proof",".pdf","258026","no","no","pending","","","",""
"CS1","2023","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep23/medical_data.RData","medical_data.RData","cs1-2023-september-question-paper-medical-data",".rdata","3158","no","no","pending","","","",""
"CS1","2023","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep23/r-for-cs1b-and-cs2b-for-2023-exams.pdf","r-for-cs1b-and-cs2b-for-2023-exams.pdf","cs1-2023-september-question-paper-r-for-cs1b-and-cs2b-for-2023-exams",".pdf","19084","no","no","pending","","","",""
"CS1","2024","April","examiner-report","resources/past-papers/raw/CS1/CS1A/Apr24/CS1A_April 2024_Examiner Report.pdf","CS1A_April 2024_Examiner Report.pdf","cs1-2024-april-examiner-report-cs1a-april-2024-examiner-report",".pdf","377025","no","yes","pending","","","",""
"CS1","2024","April","examiner-report","resources/past-papers/raw/CS1/CS1B/Apr24/CS1B_April 2024_Examiner Report.pdf","CS1B_April 2024_Examiner Report.pdf","cs1-2024-april-examiner-report-cs1b-april-2024-examiner-report",".pdf","749869","no","yes","pending","","","",""
"CS1","2024","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr24/AmountYears.RData","AmountYears.RData","cs1-2024-april-question-paper-amountyears",".rdata","235","no","no","pending","","","",""
"CS1","2024","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr24/ClaimsData.Rdata","ClaimsData.Rdata","cs1-2024-april-question-paper-claimsdata",".rdata","634","no","no","pending","","","",""
"CS1","2024","April","question-paper","resources/past-papers/raw/CS1/CS1A/Apr24/CS1A_April_2024_Exam_Paper.pdf","CS1A_April_2024_Exam_Paper.pdf","cs1-2024-april-question-paper-cs1a-april-2024-exam-paper",".pdf","196678","no","no","pending","","","",""
"CS1","2024","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr24/CS1B_April_2024_Exam_Paper.pdf","CS1B_April_2024_Exam_Paper.pdf","cs1-2024-april-question-paper-cs1b-april-2024-exam-paper",".pdf","218997","no","no","pending","","","",""
"CS1","2024","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr24/CS1B_April_2024_Pre-work_material_instruction.docx","CS1B_April_2024_Pre-work_material_instruction.docx","cs1-2024-april-question-paper-cs1b-april-2024-pre-work-material-instruction",".docx","24546","no","no","pending","","","",""
"CS1","2024","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr24/firms.Rdata","firms.Rdata","cs1-2024-april-question-paper-firms",".rdata","978","no","no","pending","","","",""
"CS1","2024","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr24/MCTestResults.Rdata","MCTestResults.Rdata","cs1-2024-april-question-paper-mctestresults",".rdata","218","no","no","pending","","","",""
"CS1","2024","April","specimen","resources/past-papers/raw/CS1/CS1B/Apr24/randomSample.Rdata","randomSample.Rdata","cs1-2024-april-specimen-randomsample",".rdata","881","no","no","pending","","","",""
"CS1","2024","September","examiner-report","resources/past-papers/raw/CS1/CS1A/Sep24/CS1A_September 2024_Examiner Report.pdf","CS1A_September 2024_Examiner Report.pdf","cs1-2024-september-examiner-report-cs1a-september-2024-examiner-report",".pdf","452015","no","yes","pending","","","",""
"CS1","2024","September","examiner-report","resources/past-papers/raw/CS1/CS1B/Sep24/CS1B_September 2024_Examiner Report.pdf","CS1B_September 2024_Examiner Report.pdf","cs1-2024-september-examiner-report-cs1b-september-2024-examiner-report",".pdf","539645","no","yes","pending","","","",""
"CS1","2024","September","question-paper","resources/past-papers/raw/CS1/CS1A/Sep24/CS1A _September 2024_Exam Paper.pdf","CS1A _September 2024_Exam Paper.pdf","cs1-2024-september-question-paper-cs1a-september-2024-exam-paper",".pdf","241803","no","no","pending","","","",""
"CS1","2024","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep24/CS1B _September 2024_Exam Paper.pdf","CS1B _September 2024_Exam Paper.pdf","cs1-2024-september-question-paper-cs1b-september-2024-exam-paper",".pdf","233539","no","no","pending","","","",""
"CS1","2024","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep24/CS1B_September 2024_Pre-work material instruction September 2024.docx","CS1B_September 2024_Pre-work material instruction September 2024.docx","cs1-2024-september-question-paper-cs1b-september-2024-pre-work-material-instruction-september-2024",".docx","23430","no","no","pending","","","",""
"CS1","2024","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep24/onlineShop.RData","onlineShop.RData","cs1-2024-september-question-paper-onlineshop",".rdata","741","no","no","pending","","","",""
"CS1","2024","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep24/sales_data.RData","sales_data.RData","cs1-2024-september-question-paper-sales-data",".rdata","3507","no","no","pending","","","",""
"CS1","2024","September","specimen","resources/past-papers/raw/CS1/CS1B/Sep24/CompanySample.RData","CompanySample.RData","cs1-2024-september-specimen-companysample",".rdata","244","no","no","pending","","","",""
"CS1","2025","April","examiner-report","resources/past-papers/raw/CS1/CS1A/Apr25/CS1A_April2025_Examiners' Report.pdf","CS1A_April2025_Examiners' Report.pdf","cs1-2025-april-examiner-report-cs1a-april2025-examiners-report",".pdf","1020747","no","yes","pending","","","",""
"CS1","2025","April","examiner-report","resources/past-papers/raw/CS1/CS1B/Apr25/CS1B_April2025_Examiners' Report.pdf","CS1B_April2025_Examiners' Report.pdf","cs1-2025-april-examiner-report-cs1b-april2025-examiners-report",".pdf","1150660","no","yes","pending","","","",""
"CS1","2025","April","question-paper","resources/past-papers/raw/CS1/CS1A/Apr25/CS1A_April2025_Exam Paper.pdf","CS1A_April2025_Exam Paper.pdf","cs1-2025-april-question-paper-cs1a-april2025-exam-paper",".pdf","343398","no","no","pending","","","",""
"CS1","2025","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr25/CS1B HealthCareIndex.Rdata","CS1B HealthCareIndex.Rdata","cs1-2025-april-question-paper-cs1b-healthcareindex",".rdata","4150","no","no","pending","","","",""
"CS1","2025","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr25/CS1B StoppingDistance.RData","CS1B StoppingDistance.RData","cs1-2025-april-question-paper-cs1b-stoppingdistance",".rdata","2803","no","no","pending","","","",""
"CS1","2025","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr25/CS1B_April2025_Exam Paper.pdf","CS1B_April2025_Exam Paper.pdf","cs1-2025-april-question-paper-cs1b-april2025-exam-paper",".pdf","301200","no","no","pending","","","",""
"CS1","2025","April","question-paper","resources/past-papers/raw/CS1/CS1B/Apr25/CS1B_houses.RData","CS1B_houses.RData","cs1-2025-april-question-paper-cs1b-houses",".rdata","932","no","no","pending","","","",""
"CS1","2025","September","question-paper","resources/past-papers/raw/CS1/CS1A/Sep25/CS1A_Sept2025_EXAM.pdf","CS1A_Sept2025_EXAM.pdf","cs1-2025-september-question-paper-cs1a-sept2025-exam",".pdf","342665","no","no","pending","","","",""
"CS1","2025","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep25/CS1B_ClaimNumbers.RData","CS1B_ClaimNumbers.RData","cs1-2025-september-question-paper-cs1b-claimnumbers",".rdata","2801","no","no","pending","","","",""
"CS1","2025","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep25/CS1B_ClaimsData.RData","CS1B_ClaimsData.RData","cs1-2025-september-question-paper-cs1b-claimsdata",".rdata","2884","no","no","pending","","","",""
"CS1","2025","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep25/CS1B_Sept2025_Exam.pdf","CS1B_Sept2025_Exam.pdf","cs1-2025-september-question-paper-cs1b-sept2025-exam",".pdf","314447","no","no","pending","","","",""
"CS1","2025","September","question-paper","resources/past-papers/raw/CS1/CS1B/Sep25/CS1B_settlement_times.RData","CS1B_settlement_times.RData","cs1-2025-september-question-paper-cs1b-settlement-times",".rdata","3849","no","no","pending","","","",""
"CS2","2020","September","examiner-report","resources/past-papers/raw/CS2/CS2A/Sep20/IandF_CS2A_202009_Examiners_Report.pdf","IandF_CS2A_202009_Examiners_Report.pdf","cs2-2020-september-examiner-report-iandf-cs2a-202009-examiners-report",".pdf","280539","no","yes","pending","","","",""
"CS2","2020","September","examiner-report","resources/past-papers/raw/CS2/CS2B/Sep20/IandF_CS2B_202009_Examiners_Report.pdf","IandF_CS2B_202009_Examiners_Report.pdf","cs2-2020-september-examiner-report-iandf-cs2b-202009-examiners-report",".pdf","160280","no","yes","pending","","","",""
"CS2","2020","September","question-paper","resources/past-papers/raw/CS2/CS2A/Sep20/IandF_CS2A_202009_ExamPaper.pdf","IandF_CS2A_202009_ExamPaper.pdf","cs2-2020-september-question-paper-iandf-cs2a-202009-exampaper",".pdf","327389","no","no","pending","","","",""
"CS2","2020","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep20/IandF_CS2B_202009_ExamPaper.pdf","IandF_CS2B_202009_ExamPaper.pdf","cs2-2020-september-question-paper-iandf-cs2b-202009-exampaper",".pdf","295346","no","no","pending","","","",""
"CS2","2021","April","examiner-report","resources/past-papers/raw/CS2/CS2A/Apr21/IandF_CS2_Paper_A_202104_Examiners_Report.pdf","IandF_CS2_Paper_A_202104_Examiners_Report.pdf","cs2-2021-april-examiner-report-iandf-cs2-paper-a-202104-examiners-report",".pdf","124180","no","yes","pending","","","",""
"CS2","2021","April","examiner-report","resources/past-papers/raw/CS2/CS2B/Apr21/IandF_CS2_Paper_B_202104_Examiners_Report.pdf","IandF_CS2_Paper_B_202104_Examiners_Report.pdf","cs2-2021-april-examiner-report-iandf-cs2-paper-b-202104-examiners-report",".pdf","104406","no","yes","pending","","","",""
"CS2","2021","April","question-paper","resources/past-papers/raw/CS2/CS2A/Apr21/CS2A_121_EXAM.pdf","CS2A_121_EXAM.pdf","cs2-2021-april-question-paper-cs2a-121-exam",".pdf","252746","no","no","pending","","","",""
"CS2","2021","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr21/CS2B - R Script - April 2021 - Qu 1.R","CS2B - R Script - April 2021 - Qu 1.R","cs2-2021-april-question-paper-cs2b-r-script-april-2021-qu-1",".r","827","no","no","pending","","","",""
"CS2","2021","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr21/CS2B - R Script - April 2021 - Qu 2.R","CS2B - R Script - April 2021 - Qu 2.R","cs2-2021-april-question-paper-cs2b-r-script-april-2021-qu-2",".r","1169","no","no","pending","","","",""
"CS2","2021","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr21/CS2B - R Script - April 2021 - Qu 3.R","CS2B - R Script - April 2021 - Qu 3.R","cs2-2021-april-question-paper-cs2b-r-script-april-2021-qu-3",".r","1955","no","no","pending","","","",""
"CS2","2021","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr21/CS2B Pre-work Material Instructions April 2021.docx","CS2B Pre-work Material Instructions April 2021.docx","cs2-2021-april-question-paper-cs2b-pre-work-material-instructions-april-2021",".docx","20362","no","no","pending","","","",""
"CS2","2021","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr21/CS2B_121_EXAM.pdf","CS2B_121_EXAM.pdf","cs2-2021-april-question-paper-cs2b-121-exam",".pdf","224775","no","no","pending","","","",""
"CS2","2021","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr21/CS2B_Apr_21_Qu_3_Data.csv","CS2B_Apr_21_Qu_3_Data.csv","cs2-2021-april-question-paper-cs2b-apr-21-qu-3-data",".csv","66936","no","no","pending","","","",""
"CS2","2021","September","examiner-report","resources/past-papers/raw/CS2/CS2A/Sep21/IandF_CS2A_202109_Examiner Report.pdf","IandF_CS2A_202109_Examiner Report.pdf","cs2-2021-september-examiner-report-iandf-cs2a-202109-examiner-report",".pdf","123481","no","yes","pending","","","",""
"CS2","2021","September","examiner-report","resources/past-papers/raw/CS2/CS2B/Sep21/IandF_CS2B_202109_Examiner Report.pdf","IandF_CS2B_202109_Examiner Report.pdf","cs2-2021-september-examiner-report-iandf-cs2b-202109-examiner-report",".pdf","108667","no","yes","pending","","","",""
"CS2","2021","September","question-paper","resources/past-papers/raw/CS2/CS2A/Sep21/CS2A_221_EXAM_Clean Proof.pdf","CS2A_221_EXAM_Clean Proof.pdf","cs2-2021-september-question-paper-cs2a-221-exam-clean-proof",".pdf","264607","no","no","pending","","","",""
"CS2","2021","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep21/CS2B Pre-work Material Instructions September 2021.pdf","CS2B Pre-work Material Instructions September 2021.pdf","cs2-2021-september-question-paper-cs2b-pre-work-material-instructions-september-2021",".pdf","18464","no","no","pending","","","",""
"CS2","2021","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep21/CS2B_221_EXAM_Clean Proof.pdf","CS2B_221_EXAM_Clean Proof.pdf","cs2-2021-september-question-paper-cs2b-221-exam-clean-proof",".pdf","319290","no","no","pending","","","",""
"CS2","2021","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep21/CS2B_Sept_21_Qu_1_Data.csv","CS2B_Sept_21_Qu_1_Data.csv","cs2-2021-september-question-paper-cs2b-sept-21-qu-1-data",".csv","1125","no","no","pending","","","",""
"CS2","2021","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep21/CS2B_Sept_21_Qu_3_Data.csv","CS2B_Sept_21_Qu_3_Data.csv","cs2-2021-september-question-paper-cs2b-sept-21-qu-3-data",".csv","1801","no","no","pending","","","",""
"CS2","2022","April","examiner-report","resources/past-papers/raw/CS2/CS2A/Apr22/IandF_CS2_Paper A_202204_Examiner Report.pdf","IandF_CS2_Paper A_202204_Examiner Report.pdf","cs2-2022-april-examiner-report-iandf-cs2-paper-a-202204-examiner-report",".pdf","314621","no","yes","pending","","","",""
"CS2","2022","April","examiner-report","resources/past-papers/raw/CS2/CS2B/Apr22/IandF_CS2_Paper B_202204_Examiner Report.pdf","IandF_CS2_Paper B_202204_Examiner Report.pdf","cs2-2022-april-examiner-report-iandf-cs2-paper-b-202204-examiner-report",".pdf","120076","no","yes","pending","","","",""
"CS2","2022","April","question-paper","resources/past-papers/raw/CS2/CS2A/Apr22/CS2A_April22_EXAM_Clean Proof.pdf","CS2A_April22_EXAM_Clean Proof.pdf","cs2-2022-april-question-paper-cs2a-april22-exam-clean-proof",".pdf","256321","no","no","pending","","","",""
"CS2","2022","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr22/CS2B_A22_Qu_3_Data.csv","CS2B_A22_Qu_3_Data.csv","cs2-2022-april-question-paper-cs2b-a22-qu-3-data",".csv","2374","no","no","pending","","","",""
"CS2","2022","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr22/CS2B_April22_EXAM_Clean Proof.pdf","CS2B_April22_EXAM_Clean Proof.pdf","cs2-2022-april-question-paper-cs2b-april22-exam-clean-proof",".pdf","236502","no","no","pending","","","",""
"CS2","2022","September","examiner-report","resources/past-papers/raw/CS2/CS2A/Sep22/IandF_CS2A_202209_Examiner Report.pdf","IandF_CS2A_202209_Examiner Report.pdf","cs2-2022-september-examiner-report-iandf-cs2a-202209-examiner-report",".pdf","212323","no","yes","pending","","","",""
"CS2","2022","September","examiner-report","resources/past-papers/raw/CS2/CS2B/Sep22/IandF_CS2B_202209_Examiner Report.pdf","IandF_CS2B_202209_Examiner Report.pdf","cs2-2022-september-examiner-report-iandf-cs2b-202209-examiner-report",".pdf","276170","no","yes","pending","","","",""
"CS2","2022","September","question-paper","resources/past-papers/raw/CS2/CS2A/Sep22/CS2A_September22_EXAM.pdf","CS2A_September22_EXAM.pdf","cs2-2022-september-question-paper-cs2a-september22-exam",".pdf","278039","no","no","pending","","","",""
"CS2","2022","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep22/CS2B_S22_Qu_2_Data.csv","CS2B_S22_Qu_2_Data.csv","cs2-2022-september-question-paper-cs2b-s22-qu-2-data",".csv","39725","no","no","pending","","","",""
"CS2","2022","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep22/CS2B_S22_Qu_3_Data.csv","CS2B_S22_Qu_3_Data.csv","cs2-2022-september-question-paper-cs2b-s22-qu-3-data",".csv","642","no","no","pending","","","",""
"CS2","2022","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep22/CS2B_September22_EXAM.pdf","CS2B_September22_EXAM.pdf","cs2-2022-september-question-paper-cs2b-september22-exam",".pdf","301969","no","no","pending","","","",""
"CS2","2023","April","examiner-report","resources/past-papers/raw/CS2/CS2A/Apr23/IandF_CS2A_202304_Examiner Report.pdf","IandF_CS2A_202304_Examiner Report.pdf","cs2-2023-april-examiner-report-iandf-cs2a-202304-examiner-report",".pdf","162461","no","yes","pending","","","",""
"CS2","2023","April","examiner-report","resources/past-papers/raw/CS2/CS2B/Apr23/IandF_CS2B_202304_Examiner Report.pdf","IandF_CS2B_202304_Examiner Report.pdf","cs2-2023-april-examiner-report-iandf-cs2b-202304-examiner-report",".pdf","119588","no","yes","pending","","","",""
"CS2","2023","April","question-paper","resources/past-papers/raw/CS2/CS2A/Apr23/CS2A_April23_EXAM_Clean Proof.pdf","CS2A_April23_EXAM_Clean Proof.pdf","cs2-2023-april-question-paper-cs2a-april23-exam-clean-proof",".pdf","279010","no","no","pending","","","",""
"CS2","2023","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr23/CS2B Pre-work material instruction April 2023.docx","CS2B Pre-work material instruction April 2023.docx","cs2-2023-april-question-paper-cs2b-pre-work-material-instruction-april-2023",".docx","12043","no","no","pending","","","",""
"CS2","2023","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr23/CS2B_A23_Qu_2_Data.csv","CS2B_A23_Qu_2_Data.csv","cs2-2023-april-question-paper-cs2b-a23-qu-2-data",".csv","121","no","no","pending","","","",""
"CS2","2023","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr23/CS2B_April23_EXAM_Clean Proof_v2.pdf","CS2B_April23_EXAM_Clean Proof_v2.pdf","cs2-2023-april-question-paper-cs2b-april23-exam-clean-proof-v2",".pdf","236939","no","no","pending","","","",""
"CS2","2023","September","examiner-report","resources/past-papers/raw/CS2/CS2A/Sep23/IandF_CS2A_202309_Examiner Report.pdf","IandF_CS2A_202309_Examiner Report.pdf","cs2-2023-september-examiner-report-iandf-cs2a-202309-examiner-report",".pdf","237632","no","yes","pending","","","",""
"CS2","2023","September","examiner-report","resources/past-papers/raw/CS2/CS2B/Sep23/IandF_CS2B_202309_Examiner Report.pdf","IandF_CS2B_202309_Examiner Report.pdf","cs2-2023-september-examiner-report-iandf-cs2b-202309-examiner-report",".pdf","220354","no","yes","pending","","","",""
"CS2","2023","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep23/CS2 Pre-work material instruction September 2023 .pdf","CS2 Pre-work material instruction September 2023 .pdf","cs2-2023-september-question-paper-cs2-pre-work-material-instruction-september-2023",".pdf","45251","no","no","pending","","","",""
"CS2","2023","September","question-paper","resources/past-papers/raw/CS2/CS2A/Sep23/CS2A_Sept23_EXAM_Clean Proof (1).pdf","CS2A_Sept23_EXAM_Clean Proof (1).pdf","cs2-2023-september-question-paper-cs2a-sept23-exam-clean-proof-1",".pdf","242054","no","no","pending","","","",""
"CS2","2023","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep23/CS2B_S23_Q1_Deaths.csv","CS2B_S23_Q1_Deaths.csv","cs2-2023-september-question-paper-cs2b-s23-q1-deaths",".csv","23137","no","no","pending","","","",""
"CS2","2023","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep23/CS2B_S23_Q1_Exposures.csv","CS2B_S23_Q1_Exposures.csv","cs2-2023-september-question-paper-cs2b-s23-q1-exposures",".csv","32585","no","no","pending","","","",""
"CS2","2023","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep23/CS2B_S23_Q2_Data.csv","CS2B_S23_Q2_Data.csv","cs2-2023-september-question-paper-cs2b-s23-q2-data",".csv","29803","no","no","pending","","","",""
"CS2","2023","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep23/CS2B_S23_Q3_Pensioners.csv","CS2B_S23_Q3_Pensioners.csv","cs2-2023-september-question-paper-cs2b-s23-q3-pensioners",".csv","441","no","no","pending","","","",""
"CS2","2023","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep23/CS2B_Sept23_EXAM_Clean Proof (1).pdf","CS2B_Sept23_EXAM_Clean Proof (1).pdf","cs2-2023-september-question-paper-cs2b-sept23-exam-clean-proof-1",".pdf","213547","no","no","pending","","","",""
"CS2","2024","April","examiner-report","resources/past-papers/raw/CS2/CS2A/Apr24/CS2A_April 2024_Examiner Report.pdf","CS2A_April 2024_Examiner Report.pdf","cs2-2024-april-examiner-report-cs2a-april-2024-examiner-report",".pdf","404128","no","yes","pending","","","",""
"CS2","2024","April","examiner-report","resources/past-papers/raw/CS2/CS2B/Apr24/CS2B_April 2024_Examiner Report.pdf","CS2B_April 2024_Examiner Report.pdf","cs2-2024-april-examiner-report-cs2b-april-2024-examiner-report",".pdf","379755","no","yes","pending","","","",""
"CS2","2024","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr24/CS2_April_2024_Pre-work_material_instruction.docx","CS2_April_2024_Pre-work_material_instruction.docx","cs2-2024-april-question-paper-cs2-april-2024-pre-work-material-instruction",".docx","25758","no","no","pending","","","",""
"CS2","2024","April","question-paper","resources/past-papers/raw/CS2/CS2A/Apr24/CS2A_April_2024_Exam_Paper.pdf","CS2A_April_2024_Exam_Paper.pdf","cs2-2024-april-question-paper-cs2a-april-2024-exam-paper",".pdf","229996","no","no","pending","","","",""
"CS2","2024","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr24/CS2B_A24_Q2.csv","CS2B_A24_Q2.csv","cs2-2024-april-question-paper-cs2b-a24-q2",".csv","4775","no","no","pending","","","",""
"CS2","2024","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr24/CS2B_A24_Q3.csv","CS2B_A24_Q3.csv","cs2-2024-april-question-paper-cs2b-a24-q3",".csv","926","no","no","pending","","","",""
"CS2","2024","April","question-paper","resources/past-papers/raw/CS2/CS2B/Apr24/CS2B_April_2024_Exam_Paper.pdf","CS2B_April_2024_Exam_Paper.pdf","cs2-2024-april-question-paper-cs2b-april-2024-exam-paper",".pdf","254941","no","no","pending","","","",""
"CS2","2024","September","examiner-report","resources/past-papers/raw/CS2/CS2A/Sep24/CS2A_September 2024_Examiner Report.pdf","CS2A_September 2024_Examiner Report.pdf","cs2-2024-september-examiner-report-cs2a-september-2024-examiner-report",".pdf","448525","no","yes","pending","","","",""
"CS2","2024","September","examiner-report","resources/past-papers/raw/CS2/CS2B/Sep24/CS2B_September 2024_Examiner Report.pdf","CS2B_September 2024_Examiner Report.pdf","cs2-2024-september-examiner-report-cs2b-september-2024-examiner-report",".pdf","594979","no","yes","pending","","","",""
"CS2","2024","September","formula-sheet","resources/past-papers/raw/CS2/CS2B/Sep24/S24_Q2_Table1.csv","S24_Q2_Table1.csv","cs2-2024-september-formula-sheet-s24-q2-table1",".csv","301","no","no","pending","","","",""
"CS2","2024","September","formula-sheet","resources/past-papers/raw/CS2/CS2B/Sep24/S24_Q2_Table2.csv","S24_Q2_Table2.csv","cs2-2024-september-formula-sheet-s24-q2-table2",".csv","301","no","no","pending","","","",""
"CS2","2024","September","question-paper","resources/past-papers/raw/CS2/CS2A/Sep24/CS2A_September 2024_Exam Paper.pdf","CS2A_September 2024_Exam Paper.pdf","cs2-2024-september-question-paper-cs2a-september-2024-exam-paper",".pdf","620739","no","no","pending","","","",""
"CS2","2024","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep24/CS2B_September 2024_Exam Paper.pdf","CS2B_September 2024_Exam Paper.pdf","cs2-2024-september-question-paper-cs2b-september-2024-exam-paper",".pdf","227960","no","no","pending","","","",""
"CS2","2024","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep24/CS2B_September 2024_Pre-work material instruction.docx","CS2B_September 2024_Pre-work material instruction.docx","cs2-2024-september-question-paper-cs2b-september-2024-pre-work-material-instruction",".docx","25359","no","no","pending","","","",""
"CS2","2024","September","question-paper","resources/past-papers/raw/CS2/CS2B/Sep24/S24_Q1_sales_data.csv","S24_Q1_sales_data.csv","cs2-2024-september-question-paper-s24-q1-sales-data",".csv","3400","no","no","pending","","","",""
